Scheme Code,Scheme Name,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,Net Asset Value,Repurchase Price,Sale Price,Date
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,31.98,31.98,31.98,21-Mar-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,32.37,32.37,32.37,24-Mar-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,32.44,32.44,32.44,25-Mar-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,32.55,32.55,32.55,26-Mar-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,32.79,32.79,32.79,27-Mar-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.07,33.07,33.07,28-Mar-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.19,33.19,33.19,31-Mar-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.19,33.19,33.19,01-Apr-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.43,33.43,33.43,02-Apr-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.32,33.32,33.32,03-Apr-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.19,33.19,33.19,04-Apr-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.13,33.13,33.13,07-Apr-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.69,33.69,33.69,09-Apr-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.72,33.72,33.72,10-Apr-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.63,33.63,33.63,11-Apr-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.36,33.36,33.36,15-Apr-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.07,33.07,33.07,16-Apr-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.67,33.67,33.67,17-Apr-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.93,33.93,33.93,21-Apr-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.89,33.89,33.89,22-Apr-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,34,34,34,23-Apr-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.79,33.79,33.79,25-Apr-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.74,33.74,33.74,28-Apr-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.57,33.57,33.57,29-Apr-2014
102315,ING Tax Savings Fund-Growth Option,INF084M01309,,33.48,33.48,33.48,30-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,15.739,15.739,15.739,03-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,15.875,15.875,15.875,04-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,15.998,15.998,15.998,05-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.169,16.169,16.169,06-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.362,16.362,16.362,07-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.404,16.404,16.404,10-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.349,16.349,16.349,11-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.373,16.373,16.373,12-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.292,16.292,16.292,13-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.308,16.308,16.308,14-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.362,16.362,16.362,18-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.43,16.43,16.43,19-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.345,16.345,16.345,20-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.396,16.396,16.396,21-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.604,16.604,16.604,24-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.341,16.341,16.341,25-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.351,16.351,16.351,26-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.415,16.415,16.415,27-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.58,16.58,16.58,28-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.633,16.633,16.633,31-Mar-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.603,16.603,16.603,01-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.752,16.752,16.752,02-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.672,16.672,16.672,03-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.582,16.582,16.582,04-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.572,16.572,16.572,07-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.84,16.84,16.84,09-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.854,16.854,16.854,10-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.783,16.783,16.783,11-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.621,16.621,16.621,15-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.504,16.504,16.504,16-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.731,16.731,16.731,17-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.872,16.872,16.872,21-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.912,16.912,16.912,22-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,17.012,17.012,17.012,23-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.853,16.853,16.853,25-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.79,16.79,16.79,28-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.669,16.669,16.669,29-Apr-2014
119870,JPMorgan India Tax Advantage Fund - Direct Plan - Dividend Option,INF843K01AS5,INF843K01AT3,16.597,16.597,16.597,30-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,20.468,20.468,20.468,03-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,20.644,20.644,20.644,04-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,20.805,20.805,20.805,05-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.027,21.027,21.027,06-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.278,21.278,21.278,07-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.332,21.332,21.332,10-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.261,21.261,21.261,11-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.292,21.292,21.292,12-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.187,21.187,21.187,13-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.208,21.208,21.208,14-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.278,21.278,21.278,18-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.366,21.366,21.366,19-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.256,21.256,21.256,20-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.322,21.322,21.322,21-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.593,21.593,21.593,24-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.641,21.641,21.641,25-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.654,21.654,21.654,26-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.739,21.739,21.739,27-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.957,21.957,21.957,28-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,22.027,22.027,22.027,31-Mar-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.987,21.987,21.987,01-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,22.185,22.185,22.185,02-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,22.079,22.079,22.079,03-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.96,21.96,21.96,04-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.947,21.947,21.947,07-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,22.302,22.302,22.302,09-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,22.32,22.32,22.32,10-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,22.227,22.227,22.227,11-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,22.011,22.011,22.011,15-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.856,21.856,21.856,16-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,22.157,22.157,22.157,17-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,22.344,22.344,22.344,21-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,22.398,22.398,22.398,22-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,22.53,22.53,22.53,23-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,22.319,22.319,22.319,25-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,22.236,22.236,22.236,28-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,22.076,22.076,22.076,29-Apr-2014
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,INF843K01AR7,,21.981,21.981,21.981,30-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,15.562,15.562,15.562,03-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,15.696,15.696,15.696,04-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,15.818,15.818,15.818,05-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,15.986,15.986,15.986,06-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.177,16.177,16.177,07-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.217,16.217,16.217,10-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.162,16.162,16.162,11-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.186,16.186,16.186,12-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.105,16.105,16.105,13-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.121,16.121,16.121,14-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.172,16.172,16.172,18-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.239,16.239,16.239,19-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.155,16.155,16.155,20-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.21,16.21,16.21,21-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.415,16.415,16.415,24-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.151,16.151,16.151,25-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.16,16.16,16.16,26-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.223,16.223,16.223,27-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.386,16.386,16.386,28-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.437,16.437,16.437,31-Mar-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.406,16.406,16.406,01-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.553,16.553,16.553,02-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.474,16.474,16.474,03-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.385,16.385,16.385,04-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.374,16.374,16.374,07-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.638,16.638,16.638,09-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.651,16.651,16.651,10-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.581,16.581,16.581,11-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.418,16.418,16.418,15-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.302,16.302,16.302,16-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.526,16.526,16.526,17-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.664,16.664,16.664,21-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.703,16.703,16.703,22-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.802,16.802,16.802,23-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.644,16.644,16.644,25-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.58,16.58,16.58,28-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.46,16.46,16.46,29-Apr-2014
111678,JPMorgan India Tax Advantage Fund - Regular Plan - Dividend Option,INF843K01112,INF843K01120,16.389,16.389,16.389,30-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,20.269,20.269,20.269,03-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,20.444,20.444,20.444,04-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,20.602,20.602,20.602,05-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,20.821,20.821,20.821,06-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.07,21.07,21.07,07-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.122,21.122,21.122,10-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.05,21.05,21.05,11-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.081,21.081,21.081,12-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,20.976,20.976,20.976,13-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,20.996,20.996,20.996,14-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.064,21.064,21.064,18-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.15,21.15,21.15,19-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.041,21.041,21.041,20-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.105,21.105,21.105,21-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.372,21.372,21.372,24-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.419,21.419,21.419,25-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.431,21.431,21.431,26-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.515,21.515,21.515,27-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.73,21.73,21.73,28-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.798,21.798,21.798,31-Mar-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.758,21.758,21.758,01-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.953,21.953,21.953,02-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.847,21.847,21.847,03-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.729,21.729,21.729,04-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.715,21.715,21.715,07-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,22.065,22.065,22.065,09-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,22.082,22.082,22.082,10-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.989,21.989,21.989,11-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.774,21.774,21.774,15-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.62,21.62,21.62,16-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.917,21.917,21.917,17-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,22.1,22.1,22.1,21-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,22.152,22.152,22.152,22-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,22.282,22.282,22.282,23-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,22.073,22.073,22.073,25-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.989,21.989,21.989,28-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.83,21.83,21.83,29-Apr-2014
111677,JPMorgan India Tax Advantage Fund - Regular Plan - Growth Option,INF843K01104,,21.735,21.735,21.735,30-Apr-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,14.02,14.02,14.02,03-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,14.14,14.14,14.14,04-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,14.26,14.26,14.26,05-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,14.45,14.45,14.45,06-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,14.63,14.63,14.63,07-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,14.69,14.69,14.69,10-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,14.60,14.60,14.60,11-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,14.63,14.63,14.63,12-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,14.52,14.52,14.52,13-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,14.55,14.55,14.55,14-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,14.66,14.66,14.66,18-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,14.70,14.70,14.70,19-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,14.66,14.66,14.66,20-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,14.75,14.75,14.75,21-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,14.90,14.90,14.90,24-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,14.97,14.97,14.97,25-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.01,15.01,15.01,26-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.09,15.09,15.09,27-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.25,15.25,15.25,28-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.31,15.31,15.31,31-Mar-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.31,15.31,15.31,01-Apr-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.49,15.49,15.49,02-Apr-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.42,15.42,15.42,03-Apr-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.37,15.37,15.37,04-Apr-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.33,15.33,15.33,07-Apr-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.52,15.52,15.52,09-Apr-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.54,15.54,15.54,10-Apr-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.50,15.50,15.50,11-Apr-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.50,15.50,15.50,15-Apr-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.32,15.32,15.32,16-Apr-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.59,15.59,15.59,17-Apr-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.70,15.70,15.70,21-Apr-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.65,15.65,15.65,22-Apr-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.74,15.74,15.74,23-Apr-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.61,15.61,15.61,25-Apr-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.63,15.63,15.63,28-Apr-2014
112537,L&T Tax Saver Fund- Regular Plan - Dividend,INF917K01262,INF917K01270,15.49,15.49,15.49,29-Apr-2014
