Scheme Code,pct_nav_missing
100337,0.0
100338,0.0
102315,0.0
102316,0.0
102317,0.0
103558,0.0
103559,0.0
111677,0.0
111678,0.0
112537,0.0
112538,0.0
114971,0.0
118946,0.0
118947,0.0
118948,0.0
119870,0.0
119871,0.0
119916,0.0
119917,0.0
119918,0.0
120290,0.0
120291,0.0
131736,0.0
131737,0.0
131738,0.0
131739,0.0
131740,0.0
131741,0.0
